date,temple_id,temple_name,visitor_count,occupancy_percentage,crowd_level,day_of_week,is_weekend,is_holiday,festival_name,is_festival,weather,temperature,season,hourly_distribution,factors
2023-02-25,1,Somnath Temple,6921,100,high,Saturday,True,False,None,False,Cloudy,35,Winter,"{'4-6 AM': 830, '6-9 AM': -344, '9-12 PM': 1384, '12-4 PM': 553, '4-7 PM': 2768, '7-10 PM': 1730}","{'seasonal': 1.3, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.09}"
2023-02-26,1,Somnath Temple,6562,100,high,Sunday,True,False,None,False,Cloudy,31,Winter,"{'4-6 AM': 787, '6-9 AM': -325, '9-12 PM': 1312, '12-4 PM': 524, '4-7 PM': 2624, '7-10 PM': 1640}","{'seasonal': 1.3, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.09}"
2023-02-27,1,Somnath Temple,5829,100,high,Monday,False,False,None,False,Cloudy,36,Winter,"{'4-6 AM': 699, '6-9 AM': -289, '9-12 PM': 1165, '12-4 PM': 466, '4-7 PM': 2331, '7-10 PM': 1457}","{'seasonal': 1.3, 'weekday': 1.3, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.09}"
2023-02-28,1,Somnath Temple,4790,91,high,Tuesday,False,False,None,False,Partly Cloudy,27,Winter,"{'4-6 AM': 574, '6-9 AM': -238, '9-12 PM': 958, '12-4 PM': 383, '4-7 PM': 1916, '7-10 PM': 1197}","{'seasonal': 1.3, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.09}"
2023-03-01,1,Somnath Temple,2937,55,moderate,Wednesday,False,False,None,False,Pleasant,35,Summer,"{'4-6 AM': 352, '6-9 AM': -144, '9-12 PM': 587, '12-4 PM': 234, '4-7 PM': 1174, '7-10 PM': 734}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.09}"
2023-03-02,1,Somnath Temple,2960,56,moderate,Thursday,False,False,None,False,Sunny,26,Summer,"{'4-6 AM': 355, '6-9 AM': -147, '9-12 PM': 592, '12-4 PM': 236, '4-7 PM': 1184, '7-10 PM': 740}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.09}"
2023-03-03,1,Somnath Temple,3652,69,moderate,Friday,False,False,None,False,Cloudy,25,Summer,"{'4-6 AM': 438, '6-9 AM': -181, '9-12 PM': 730, '12-4 PM': 292, '4-7 PM': 1460, '7-10 PM': 913}","{'seasonal': 0.85, 'weekday': 1.2, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.09}"
2023-03-04,1,Somnath Temple,4543,86,high,Saturday,True,False,None,False,Cloudy,34,Summer,"{'4-6 AM': 545, '6-9 AM': -225, '9-12 PM': 908, '12-4 PM': 363, '4-7 PM': 1817, '7-10 PM': 1135}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.09}"
2023-03-05,1,Somnath Temple,4640,88,high,Sunday,True,False,None,False,Sunny,29,Summer,"{'4-6 AM': 556, '6-9 AM': -231, '9-12 PM': 928, '12-4 PM': 371, '4-7 PM': 1856, '7-10 PM': 1160}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.09}"
2023-03-06,1,Somnath Temple,4155,79,high,Monday,False,False,None,False,Sunny,35,Summer,"{'4-6 AM': 498, '6-9 AM': -206, '9-12 PM': 831, '12-4 PM': 332, '4-7 PM': 1662, '7-10 PM': 1038}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.09}"
2023-03-07,1,Somnath Temple,1316,25,low,Tuesday,False,False,None,False,Heavy Rain,36,Summer,"{'4-6 AM': 157, '6-9 AM': -64, '9-12 PM': 263, '12-4 PM': 105, '4-7 PM': 526, '7-10 PM': 329}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.5, 'holiday': 1.0, 'growth': 1.09}"
2023-03-08,1,Somnath Temple,4197,79,high,Wednesday,False,False,Holi,True,Sunny,24,Summer,"{'4-6 AM': 503, '6-9 AM': -207, '9-12 PM': 839, '12-4 PM': 335, '4-7 PM': 1678, '7-10 PM': 1049}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.5, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.09}"
2023-03-09,1,Somnath Temple,2752,52,moderate,Thursday,False,False,None,False,Sunny,34,Summer,"{'4-6 AM': 330, '6-9 AM': -136, '9-12 PM': 550, '12-4 PM': 220, '4-7 PM': 1100, '7-10 PM': 688}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.09}"
2023-03-10,1,Somnath Temple,4280,81,high,Friday,False,False,None,False,Sunny,28,Summer,"{'4-6 AM': 513, '6-9 AM': -213, '9-12 PM': 856, '12-4 PM': 342, '4-7 PM': 1712, '7-10 PM': 1070}","{'seasonal': 0.85, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.09}"
2023-03-11,1,Somnath Temple,4395,83,high,Saturday,True,False,None,False,Partly Cloudy,37,Summer,"{'4-6 AM': 527, '6-9 AM': -218, '9-12 PM': 879, '12-4 PM': 351, '4-7 PM': 1758, '7-10 PM': 1098}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.1}"
2023-03-12,1,Somnath Temple,5202,99,high,Sunday,True,False,None,False,Partly Cloudy,29,Summer,"{'4-6 AM': 624, '6-9 AM': -258, '9-12 PM': 1040, '12-4 PM': 416, '4-7 PM': 2080, '7-10 PM': 1300}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.1}"
2023-03-13,1,Somnath Temple,4647,88,high,Monday,False,False,None,False,Partly Cloudy,25,Summer,"{'4-6 AM': 557, '6-9 AM': -229, '9-12 PM': 929, '12-4 PM': 371, '4-7 PM': 1858, '7-10 PM': 1161}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.1}"
2023-03-14,1,Somnath Temple,2697,51,moderate,Tuesday,False,False,None,False,Sunny,21,Summer,"{'4-6 AM': 323, '6-9 AM': -132, '9-12 PM': 539, '12-4 PM': 215, '4-7 PM': 1078, '7-10 PM': 674}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.1}"
2023-03-15,1,Somnath Temple,3167,60,moderate,Wednesday,False,False,None,False,Pleasant,27,Summer,"{'4-6 AM': 380, '6-9 AM': -156, '9-12 PM': 633, '12-4 PM': 253, '4-7 PM': 1266, '7-10 PM': 791}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.1}"
2023-03-16,1,Somnath Temple,2408,45,low,Thursday,False,False,None,False,Light Rain,34,Summer,"{'4-6 AM': 288, '6-9 AM': -118, '9-12 PM': 481, '12-4 PM': 192, '4-7 PM': 963, '7-10 PM': 602}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.1}"
2023-03-17,1,Somnath Temple,4119,78,high,Friday,False,False,None,False,Partly Cloudy,22,Summer,"{'4-6 AM': 494, '6-9 AM': -203, '9-12 PM': 823, '12-4 PM': 329, '4-7 PM': 1647, '7-10 PM': 1029}","{'seasonal': 0.85, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.1}"
2023-03-18,1,Somnath Temple,4445,84,high,Saturday,True,False,None,False,Partly Cloudy,30,Summer,"{'4-6 AM': 533, '6-9 AM': -221, '9-12 PM': 889, '12-4 PM': 355, '4-7 PM': 1778, '7-10 PM': 1111}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.1}"
2023-03-19,1,Somnath Temple,4171,79,high,Sunday,True,False,None,False,Cloudy,30,Summer,"{'4-6 AM': 500, '6-9 AM': -206, '9-12 PM': 834, '12-4 PM': 333, '4-7 PM': 1668, '7-10 PM': 1042}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.1}"
2023-03-20,1,Somnath Temple,3342,63,moderate,Monday,False,False,None,False,Light Rain,30,Summer,"{'4-6 AM': 401, '6-9 AM': -165, '9-12 PM': 668, '12-4 PM': 267, '4-7 PM': 1336, '7-10 PM': 835}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.1}"
2023-03-21,1,Somnath Temple,2593,49,low,Tuesday,False,False,None,False,Cloudy,24,Summer,"{'4-6 AM': 311, '6-9 AM': -128, '9-12 PM': 518, '12-4 PM': 207, '4-7 PM': 1037, '7-10 PM': 648}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.1}"
2023-03-22,1,Somnath Temple,2659,50,moderate,Wednesday,False,False,None,False,Partly Cloudy,36,Summer,"{'4-6 AM': 319, '6-9 AM': -130, '9-12 PM': 531, '12-4 PM': 212, '4-7 PM': 1063, '7-10 PM': 664}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.1}"
2023-03-23,1,Somnath Temple,2230,42,low,Thursday,False,False,None,False,Light Rain,21,Summer,"{'4-6 AM': 267, '6-9 AM': -110, '9-12 PM': 446, '12-4 PM': 178, '4-7 PM': 892, '7-10 PM': 557}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.1}"
2023-03-24,1,Somnath Temple,4079,77,high,Friday,False,False,None,False,Sunny,20,Summer,"{'4-6 AM': 489, '6-9 AM': -201, '9-12 PM': 815, '12-4 PM': 326, '4-7 PM': 1631, '7-10 PM': 1019}","{'seasonal': 0.85, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.1}"
2023-03-25,1,Somnath Temple,4932,93,high,Saturday,True,False,None,False,Sunny,26,Summer,"{'4-6 AM': 591, '6-9 AM': -244, '9-12 PM': 986, '12-4 PM': 394, '4-7 PM': 1972, '7-10 PM': 1233}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.1}"
2023-03-26,1,Somnath Temple,4866,92,high,Sunday,True,False,None,False,Sunny,33,Summer,"{'4-6 AM': 583, '6-9 AM': -241, '9-12 PM': 973, '12-4 PM': 389, '4-7 PM': 1946, '7-10 PM': 1216}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.1}"
2023-03-27,1,Somnath Temple,4090,77,high,Monday,False,False,None,False,Partly Cloudy,26,Summer,"{'4-6 AM': 490, '6-9 AM': -203, '9-12 PM': 818, '12-4 PM': 327, '4-7 PM': 1636, '7-10 PM': 1022}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.1}"
2023-03-28,1,Somnath Temple,2659,50,moderate,Tuesday,False,False,None,False,Sunny,29,Summer,"{'4-6 AM': 319, '6-9 AM': -130, '9-12 PM': 531, '12-4 PM': 212, '4-7 PM': 1063, '7-10 PM': 664}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.1}"
2023-03-29,1,Somnath Temple,3017,57,moderate,Wednesday,False,False,None,False,Partly Cloudy,21,Summer,"{'4-6 AM': 362, '6-9 AM': -149, '9-12 PM': 603, '12-4 PM': 241, '4-7 PM': 1206, '7-10 PM': 754}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.1}"
2023-03-30,1,Somnath Temple,2318,44,low,Thursday,False,False,Ram Navami,True,Heavy Rain,36,Summer,"{'4-6 AM': 278, '6-9 AM': -114, '9-12 PM': 463, '12-4 PM': 185, '4-7 PM': 927, '7-10 PM': 579}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.8, 'weather': 0.5, 'holiday': 1.0, 'growth': 1.1}"
2023-03-31,1,Somnath Temple,3952,75,high,Friday,False,False,None,False,Sunny,30,Summer,"{'4-6 AM': 474, '6-9 AM': -196, '9-12 PM': 790, '12-4 PM': 316, '4-7 PM': 1580, '7-10 PM': 988}","{'seasonal': 0.85, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.1}"
2023-04-01,1,Somnath Temple,4390,83,high,Saturday,True,False,None,False,Sunny,35,Summer,"{'4-6 AM': 526, '6-9 AM': -218, '9-12 PM': 878, '12-4 PM': 351, '4-7 PM': 1756, '7-10 PM': 1097}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.1}"
2023-04-02,1,Somnath Temple,4219,80,high,Sunday,True,False,None,False,Sunny,32,Summer,"{'4-6 AM': 506, '6-9 AM': -208, '9-12 PM': 843, '12-4 PM': 337, '4-7 PM': 1687, '7-10 PM': 1054}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.1}"
2023-04-03,1,Somnath Temple,4329,82,high,Monday,False,False,None,False,Cloudy,37,Summer,"{'4-6 AM': 519, '6-9 AM': -214, '9-12 PM': 865, '12-4 PM': 346, '4-7 PM': 1731, '7-10 PM': 1082}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.1}"
2023-04-04,1,Somnath Temple,2835,54,moderate,Tuesday,False,False,None,False,Cloudy,37,Summer,"{'4-6 AM': 340, '6-9 AM': -140, '9-12 PM': 567, '12-4 PM': 226, '4-7 PM': 1134, '7-10 PM': 708}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.1}"
2023-04-05,1,Somnath Temple,2546,48,low,Wednesday,False,False,None,False,Cloudy,25,Summer,"{'4-6 AM': 305, '6-9 AM': -125, '9-12 PM': 509, '12-4 PM': 203, '4-7 PM': 1018, '7-10 PM': 636}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.1}"
2023-04-06,1,Somnath Temple,2718,51,moderate,Thursday,False,False,None,False,Sunny,30,Summer,"{'4-6 AM': 326, '6-9 AM': -134, '9-12 PM': 543, '12-4 PM': 217, '4-7 PM': 1087, '7-10 PM': 679}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.1}"
2023-04-07,1,Somnath Temple,3766,71,moderate,Friday,False,False,None,False,Cloudy,25,Summer,"{'4-6 AM': 451, '6-9 AM': -186, '9-12 PM': 753, '12-4 PM': 301, '4-7 PM': 1506, '7-10 PM': 941}","{'seasonal': 0.85, 'weekday': 1.2, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.1}"
2023-04-08,1,Somnath Temple,4195,79,high,Saturday,True,False,None,False,Sunny,20,Summer,"{'4-6 AM': 503, '6-9 AM': -208, '9-12 PM': 839, '12-4 PM': 335, '4-7 PM': 1678, '7-10 PM': 1048}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.1}"
2023-04-09,1,Somnath Temple,2386,45,low,Sunday,True,False,None,False,Heavy Rain,23,Summer,"{'4-6 AM': 286, '6-9 AM': -117, '9-12 PM': 477, '12-4 PM': 190, '4-7 PM': 954, '7-10 PM': 596}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.5, 'holiday': 1.0, 'growth': 1.1}"
2023-04-10,1,Somnath Temple,3141,59,moderate,Monday,False,False,None,False,Light Rain,29,Summer,"{'4-6 AM': 376, '6-9 AM': -155, '9-12 PM': 628, '12-4 PM': 251, '4-7 PM': 1256, '7-10 PM': 785}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.1}"
2023-04-11,1,Somnath Temple,2750,52,moderate,Tuesday,False,False,None,False,Partly Cloudy,21,Summer,"{'4-6 AM': 330, '6-9 AM': -137, '9-12 PM': 550, '12-4 PM': 220, '4-7 PM': 1100, '7-10 PM': 687}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.1}"
2023-04-12,1,Somnath Temple,2858,54,moderate,Wednesday,False,False,None,False,Partly Cloudy,23,Summer,"{'4-6 AM': 342, '6-9 AM': -140, '9-12 PM': 571, '12-4 PM': 228, '4-7 PM': 1143, '7-10 PM': 714}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.1}"
2023-04-13,1,Somnath Temple,3054,58,moderate,Thursday,False,False,None,False,Sunny,21,Summer,"{'4-6 AM': 366, '6-9 AM': -150, '9-12 PM': 610, '12-4 PM': 244, '4-7 PM': 1221, '7-10 PM': 763}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.1}"
2023-04-14,1,Somnath Temple,4258,81,high,Friday,False,False,None,False,Partly Cloudy,33,Summer,"{'4-6 AM': 510, '6-9 AM': -210, '9-12 PM': 851, '12-4 PM': 340, '4-7 PM': 1703, '7-10 PM': 1064}","{'seasonal': 0.85, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.1}"
2023-04-15,1,Somnath Temple,3574,68,moderate,Saturday,True,False,None,False,Light Rain,32,Summer,"{'4-6 AM': 428, '6-9 AM': -175, '9-12 PM': 714, '12-4 PM': 285, '4-7 PM': 1429, '7-10 PM': 893}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.1}"
2023-04-16,1,Somnath Temple,4234,80,high,Sunday,True,False,None,False,Sunny,25,Summer,"{'4-6 AM': 508, '6-9 AM': -209, '9-12 PM': 846, '12-4 PM': 338, '4-7 PM': 1693, '7-10 PM': 1058}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.1}"
2023-04-17,1,Somnath Temple,4183,79,high,Monday,False,False,None,False,Partly Cloudy,35,Summer,"{'4-6 AM': 501, '6-9 AM': -206, '9-12 PM': 836, '12-4 PM': 334, '4-7 PM': 1673, '7-10 PM': 1045}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.1}"
2023-04-18,1,Somnath Temple,1300,24,low,Tuesday,False,False,None,False,Heavy Rain,33,Summer,"{'4-6 AM': 156, '6-9 AM': -65, '9-12 PM': 260, '12-4 PM': 104, '4-7 PM': 520, '7-10 PM': 325}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.5, 'holiday': 1.0, 'growth': 1.1}"
2023-04-19,1,Somnath Temple,2876,54,moderate,Wednesday,False,False,None,False,Sunny,33,Summer,"{'4-6 AM': 345, '6-9 AM': -143, '9-12 PM': 575, '12-4 PM': 230, '4-7 PM': 1150, '7-10 PM': 719}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.1}"
2023-04-20,1,Somnath Temple,2974,56,moderate,Thursday,False,False,None,False,Sunny,30,Summer,"{'4-6 AM': 356, '6-9 AM': -145, '9-12 PM': 594, '12-4 PM': 237, '4-7 PM': 1189, '7-10 PM': 743}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.1}"
2023-04-21,1,Somnath Temple,3825,72,moderate,Friday,False,False,None,False,Cloudy,23,Summer,"{'4-6 AM': 459, '6-9 AM': -191, '9-12 PM': 765, '12-4 PM': 306, '4-7 PM': 1530, '7-10 PM': 956}","{'seasonal': 0.85, 'weekday': 1.2, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.1}"
2023-04-22,1,Somnath Temple,5226,99,high,Saturday,True,False,None,False,Partly Cloudy,35,Summer,"{'4-6 AM': 627, '6-9 AM': -260, '9-12 PM': 1045, '12-4 PM': 418, '4-7 PM': 2090, '7-10 PM': 1306}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.1}"
2023-04-23,1,Somnath Temple,4695,89,high,Sunday,True,False,None,False,Partly Cloudy,20,Summer,"{'4-6 AM': 563, '6-9 AM': -233, '9-12 PM': 939, '12-4 PM': 375, '4-7 PM': 1878, '7-10 PM': 1173}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.1}"
2023-04-24,1,Somnath Temple,3123,59,moderate,Monday,False,False,None,False,Light Rain,33,Summer,"{'4-6 AM': 374, '6-9 AM': -153, '9-12 PM': 624, '12-4 PM': 249, '4-7 PM': 1249, '7-10 PM': 780}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.1}"
2023-04-25,1,Somnath Temple,1474,28,low,Tuesday,False,False,None,False,Heavy Rain,24,Summer,"{'4-6 AM': 176, '6-9 AM': -70, '9-12 PM': 294, '12-4 PM': 117, '4-7 PM': 589, '7-10 PM': 368}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.5, 'holiday': 1.0, 'growth': 1.1}"
2023-04-26,1,Somnath Temple,2160,41,low,Wednesday,False,False,None,False,Light Rain,20,Summer,"{'4-6 AM': 259, '6-9 AM': -107, '9-12 PM': 432, '12-4 PM': 172, '4-7 PM': 864, '7-10 PM': 540}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.11}"
2023-04-27,1,Somnath Temple,2823,53,moderate,Thursday,False,False,None,False,Sunny,30,Summer,"{'4-6 AM': 338, '6-9 AM': -138, '9-12 PM': 564, '12-4 PM': 225, '4-7 PM': 1129, '7-10 PM': 705}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.11}"
2023-04-28,1,Somnath Temple,4057,77,high,Friday,False,False,None,False,Sunny,24,Summer,"{'4-6 AM': 486, '6-9 AM': -200, '9-12 PM': 811, '12-4 PM': 324, '4-7 PM': 1622, '7-10 PM': 1014}","{'seasonal': 0.85, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.11}"
2023-04-29,1,Somnath Temple,4284,81,high,Saturday,True,False,None,False,Sunny,35,Summer,"{'4-6 AM': 514, '6-9 AM': -212, '9-12 PM': 856, '12-4 PM': 342, '4-7 PM': 1713, '7-10 PM': 1071}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.11}"
2023-04-30,1,Somnath Temple,4329,82,high,Sunday,True,False,None,False,Sunny,22,Summer,"{'4-6 AM': 519, '6-9 AM': -214, '9-12 PM': 865, '12-4 PM': 346, '4-7 PM': 1731, '7-10 PM': 1082}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.11}"
2023-05-01,1,Somnath Temple,6630,100,high,Monday,False,True,None,False,Partly Cloudy,22,Summer,"{'4-6 AM': 795, '6-9 AM': -330, '9-12 PM': 1326, '12-4 PM': 530, '4-7 PM': 2652, '7-10 PM': 1657}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.5, 'growth': 1.11}"
2023-05-02,1,Somnath Temple,2695,51,moderate,Tuesday,False,False,None,False,Sunny,33,Summer,"{'4-6 AM': 323, '6-9 AM': -133, '9-12 PM': 539, '12-4 PM': 215, '4-7 PM': 1078, '7-10 PM': 673}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.11}"
2023-05-03,1,Somnath Temple,3286,62,moderate,Wednesday,False,False,None,False,Pleasant,35,Summer,"{'4-6 AM': 394, '6-9 AM': -162, '9-12 PM': 657, '12-4 PM': 262, '4-7 PM': 1314, '7-10 PM': 821}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.11}"
2023-05-04,1,Somnath Temple,2545,48,low,Thursday,False,False,None,False,Sunny,35,Summer,"{'4-6 AM': 305, '6-9 AM': -126, '9-12 PM': 509, '12-4 PM': 203, '4-7 PM': 1018, '7-10 PM': 636}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.11}"
2023-05-05,1,Somnath Temple,4512,85,high,Friday,False,False,None,False,Pleasant,20,Summer,"{'4-6 AM': 541, '6-9 AM': -223, '9-12 PM': 902, '12-4 PM': 360, '4-7 PM': 1804, '7-10 PM': 1128}","{'seasonal': 0.85, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.11}"
2023-05-06,1,Somnath Temple,4574,87,high,Saturday,True,False,None,False,Partly Cloudy,25,Summer,"{'4-6 AM': 548, '6-9 AM': -225, '9-12 PM': 914, '12-4 PM': 365, '4-7 PM': 1829, '7-10 PM': 1143}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.11}"
2023-05-07,1,Somnath Temple,4305,82,high,Sunday,True,False,None,False,Sunny,21,Summer,"{'4-6 AM': 516, '6-9 AM': -214, '9-12 PM': 861, '12-4 PM': 344, '4-7 PM': 1722, '7-10 PM': 1076}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.11}"
2023-05-08,1,Somnath Temple,4223,80,high,Monday,False,False,None,False,Sunny,37,Summer,"{'4-6 AM': 506, '6-9 AM': -208, '9-12 PM': 844, '12-4 PM': 337, '4-7 PM': 1689, '7-10 PM': 1055}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.11}"
2023-05-09,1,Somnath Temple,3051,58,moderate,Tuesday,False,False,None,False,Sunny,23,Summer,"{'4-6 AM': 366, '6-9 AM': -151, '9-12 PM': 610, '12-4 PM': 244, '4-7 PM': 1220, '7-10 PM': 762}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.11}"
